Bee_ID,Birthdate,Birthweight,Source_colony,NP_observations,Sociality,NonsocNonact,NPWA,NPAQ,NPGO,NPGS,NPTR,NPBE,NPAD,NPVI,NPBC,NPIN,Forage_date,Forage_age,AFF_week,GRS_score,GRS_low,Date_fMR,Age_fMR,Mass_fMR,Date_sMR,Age_sMR,Mass_sMR,RMRMeanstable2min,RMRSDstable2min,RMRMeanlowregion,RMRSDlowregion,RMRMeanlow120,RMRSDlow120,RMRMeanpeak,RMRSDpeak,RMRMeanvalley,RMRSDvalley,RMRMeanperiod,RMRSDperiod,RMRNumberpeaks,Meanallflight,SDallflight,Maxallflight,Meancontig,SDcontig,Maxcontig,Lengthcontig,Meanstable1min,SDstable1min,Maxstable1min,Meanhigh1min,SDhigh1min,Maxhigh1min,Meanhighest120,SDhighest120,Maxhighest120,Date_death,Days_captivity,Age_death,longevity,RMRwcjoule,FMRwcjoule,RMR,RMRpeak,FMR,RMR34,FMR34,Conswc2,ConsJ,ConsJhr,ConsmWwc2,massbal,MB,wt_birthtofMR,RMR2,FMR2,ConsmWwc22,SharefedT1_5ave2,NPBC2,Sociality2,NPWA2,NonsocNonact2,wt_birthtofMR22,wt_birthtofMR2,Birthweight2,longevity2,Forage_age2,AFF_group22,RMR2,FMR2,ConsmWwc22,NPBC2,Sociality2,NPWA2,NonsocNonact2,Birthweight2,longevity2,Forage_age2,AFF_group22
O48,6/4/2018,0.1316,LAP_2,21,0.052,0.443,0.148,0,0.052,0.186,0,0,0,0,0.357,0.257,6/20/2018,16,3,8,1,7/7/2018,33,0.0787,7/8/2018,34,0.0988,93.84507151,21.91516961,70.9377901,27.6379338,41.99108486,11.92459438,133.1473738,16.21318133,44.88717722,21.11258177,28.16666667,13.87498294,13,635.2641047,91.57361232,752.8819662,653.0255593,69.98159043,752.8819662,185,693.7532179,15.97484576,729.3715005,712.6086197,21.44014894,752.8819662,722.43469,14.26836395,752.8819662,7/10/2018,2,36,NA,192.8931014,1886.444582,53.58141706,100.5701609,524.012384,28.3797051,277.5461669,1.256670902,495.489,20.645375,72.86945856,19.2880415,Positive,0.0529,5.358141706,52.4012384,7.286945856,NA,35.7,5.2,14.8,44.3,1.0529,5.29,13.16,NA,16,9,5.358141706,52.4012384,7.286945856,35.7,5.2,14.8,44.3,13.16,NA,16,9
O5,6/4/2018,0.0971,LAP_2,14,0,0.421,0.445,0,0,0.211,0,0,0,0,0.134,0.21,6/11/2018,7,1,4,1,7/3/2018,29,0.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.3188907,80.01915065,636.6608266,576.5935179,51.3883528,636.6608266,100,607.6290216,12.41281962,636.6608266,607.6290216,12.41281962,636.6608266,608.7842586,10.92756554,636.6608266,7/10/2018,7,36,36,NA,2524.905061,NA,NA,701.3625168,NA,334.1137581,NA,NA,NA,NA,NA,NA,0.0456,NA,70.13625168,NA,NA,13.4,0,44.5,42.1,1.0456,4.56,9.71,36,7,1,NA,70.13625168,NA,13.4,0,44.5,42.1,9.71,36,7,1
O51,6/4/2018,0.1078,LAP_2,16,0.116,0.574,0.061,0,0.056,0.246,0.06,0,0,0,0.249,0.328,6/11/2018,7,1,2,8,6/21/2018,17,0.0815,6/22/2018,18,0.1269,118.5763911,17.87227819,52.26170184,31.37436461,41.93994098,11.88421081,121.4069073,38.00720636,70.43976967,37.44879009,27,12.23212982,18,520.348066,84.93198195,738.6887326,509.8818528,39.53758071,590.0640128,33,509.8818528,39.53758071,590.0640128,509.8818528,39.53758071,590.0640128,509.8818528,39.53758071,590.0640128,7/4/2018,12,30,30,137.2270453,1338.830877,38.1186237,88.55173198,371.8974659,20.36697892,198.7067505,1.080455742,441.1662864,18.3819286,62.65142673,24.53280302,Positive,0.0263,3.81186237,37.18974659,6.265142673,NA,24.9,11.6,6.1,57.4,1.0263,2.63,10.78,30,7,1,3.81186237,37.18974659,6.265142673,24.9,11.6,6.1,57.4,10.78,30,7,1
O53,6/4/2018,0.1238,LAP_2,17,0.176,0.474,0.293,0,0.053,0.24,0.123,0,0,0,0.057,0.234,6/18/2018,14,2,6,3,6/21/2018,17,0.0868,6/22/2018,18,0.1355,36.21316096,10.84933408,18.42135531,12.01089846,13.43412826,7.390669714,50.76560935,13.67876964,21.91847183,11.70159954,27.15384615,11.25348949,14,603.0661244,114.8988993,819.2124454,637.9735294,96.72084262,774.1136586,51,637.9735294,96.72084262,774.1136586,637.9735294,96.72084262,774.1136586,637.9735294,96.72084262,774.1136586,7/5/2018,13,31,31,45.41670549,1572.884047,12.61575152,34.76651434,436.9122353,6.847673708,237.1505511,1.511026993,657.0972864,27.3790536,87.61857911,75.00282759,Positive,0.037,1.261575152,43.69122353,8.761857911,NA,5.7,17.6,29.3,47.4,1.037,3.7,12.38,31,14,4,1.261575152,43.69122353,8.761857911,5.7,17.6,29.3,47.4,12.38,31,14,4
O54,6/4/2018,0.1117,LAP_2,11,0,0.445,0.184,0,0,0.086,0,0,0,0,0.371,0.359,6/19/2018,15,3,1,9,7/5/2018,31,0.0976,7/6/2018,32,0.1274,44.68434504,12.70204586,33.99665841,15.555433,26.6329557,7.286994422,101.0271475,119.4299023,36.29421686,25.85239666,26.78571429,14.86957954,15,822.612191,135.6545776,961.5412599,789.633954,159.7275349,956.2098765,253,897.0576528,9.043761973,916.2959887,897.0722573,9.066803231,916.2959887,917.3364652,18.31084771,956.2098765,7/15/2018,9,41,41,74.54185348,1966.909198,20.70607041,61.53178952,546.363666,11.57337808,305.3825835,1.564890707,765.1939983,31.88308326,90.74192641,70.035856,Positive,0.0141,2.070607041,54.6363666,9.074192641,NA,37.1,0,18.4,44.5,1.0141,1.41,11.17,41,15,9,2.070607041,54.6363666,9.074192641,37.1,0,18.4,44.5,11.17,41,15,9
O55,6/4/2018,0.1092,LAP_2,16,0,0.251,0.257,0,0,0,0,0,0,0,0.492,0.251,6/18/2018,14,2,8,1,6/21/2018,17,0.0902,6/22/2018,18,0.1121,113.4691537,18.24639082,112.8523389,18.42552567,107.4002266,14.91820657,252.8666807,125.4801893,125.5305706,58.33804284,31.75,13.95528574,13,771.7351395,113.2122169,1188.788863,841.1516808,34.32343405,919.2416476,18,841.1516808,34.32343405,919.2416476,841.1516808,34.32343405,919.2416476,841.1516808,34.32343405,919.2416476,7/7/2018,15,33,33,267.7427996,1995.637025,74.37299989,166.646556,554.3436182,40.75838186,303.7950453,0.745961353,337.1014271,14.0458928,43.25539787,-31.11760202,Negative,0.019,7.437299989,55.43436182,4.325539787,NA,49.2,0,25.7,25.1,1.019,1.9,10.92,33,14,4,7.437299989,55.43436182,4.325539787,49.2,0,25.7,25.1,10.92,33,14,4
O60,6/4/2018,0.1182,LAP_2,16,0.067,0.264,0.37,0,0.067,0.196,0,0,0,0,0.299,0.068,6/20/2018,16,3,4,1,6/25/2018,21,0.0814,6/26/2018,22,0.0999,84.40214805,12.93612219,84.40214805,12.93612219,70.23411197,5.032820352,161.3198034,46.46958444,66.20327821,11.89785097,54.5,19.56673562,9,498.210497,76.64950069,697.5587824,492.0424799,53.82923196,607.8065939,211,496.6185706,19.64901449,540.7256879,534.0334097,27.3581272,607.8065939,544.4247234,21.27756106,607.8065939,6/29/2018,3,25,25,221.8926251,1305.606562,61.6368403,117.8079372,362.6684893,32.92277762,193.7161925,0.282964779,115.3969983,4.808208264,16.40802711,-45.2288132,Negative,0.0368,6.16368403,36.26684893,1.640802711,NA,29.9,6.7,37,26.4,1.0368,3.68,11.82,25,16,9,6.16368403,36.26684893,1.640802711,29.9,6.7,37,26.4,11.82,25,16,9
O66,6/4/2018,0.1068,LAP_2,17,0,0.368,0.355,0,0,0.181,0,0,0,0,0.277,0.187,6/11/2018,7,1,2,2,6/27/2018,23,0.0768,6/28/2018,24,0.1134,45.14221915,12.97471705,43.03488067,13.74412674,42.97455351,4.369833485,97.68977419,33.04480772,50.67584882,13.337791,30.21428571,11.07442356,15,452.4229312,63.39758216,597.1751003,450.149994,27.24604467,560.9597682,66,448.4854588,27.10879269,560.9597682,449.8773705,28.26299707,560.9597682,453.0124473,26.92887387,560.9597682,7/11/2018,13,37,37,119.9149019,1249.686044,33.30969496,75.61346816,347.1350122,17.53520957,182.7421474,1.37906901,530.621625,22.10923438,79.96684887,46.6571539,Positive,0.03,3.330969496,34.71350122,7.996684887,NA,27.7,0,35.5,36.8,1.03,3,10.68,37,7,1,3.330969496,34.71350122,7.996684887,27.7,0,35.5,36.8,10.68,37,7,1
O67,6/4/2018,0.1099,LAP_2,21,0,0.366,0.254,0,0,0.242,0,0,0,0,0.38,0.124,6/18/2018,14,2,8,1,6/20/2018,16,0.0903,6/21/2018,17,0.1342,113.7364314,36.89350607,101.0970265,42.25206605,74.1200269,19.33177236,225.3834976,81.40398508,77.65386021,36.63571992,40.09090909,27.00908938,12,539.9048443,126.0494875,643.0351523,622.9500522,16.26900983,643.0351523,42,622.9500522,16.26900983,643.0351523,622.9500522,16.26900983,643.0351523,622.9500522,16.26900983,643.0351523,6/25/2018,4,21,21,239.5876376,1476.315738,66.55212154,148.3698428,410.0877051,36.48243707,224.8012317,NA,NA,NA,NA,NA,NA,0.0196,6.655212154,41.00877051,NA,NA,38,0,25.4,36.6,1.0196,1.96,10.99,21,14,4,6.655212154,41.00877051,NA,38,0,25.4,36.6,10.99,21,14,4
O68,6/4/2018,0.1135,LAP_2,17,0.067,0.231,0.335,0,0,0.051,0.067,0,0,0,0.367,0.18,6/18/2018,14,2,8,1,7/3/2018,29,0.142,7/4/2018,30,0.1334,34.65067125,6.370755718,34.65067125,6.370755718,31.1333878,4.123032555,69.46936294,26.79281567,35.26668619,12.01641205,22.70588235,7.888002804,18,769.0745667,79.96169194,1029.989865,819.9081793,42.97214181,936.0813229,62,820.5188718,43.05663407,936.0813229,820.5188718,43.05663407,936.0813229,822.4707605,41.25747944,936.0813229,7/15/2018,11,41,41,52.22002569,1236.55661,14.50556269,29.08146258,343.4879471,8.904441118,210.8548469,0.181602113,129.195375,5.383140625,10.53040028,-3.975162407,Negative,-0.0285,1.450556269,34.34879471,1.053040028,NA,36.7,6.7,33.5,23.1,0.9715,-2.85,11.35,41,14,4,1.450556269,34.34879471,1.053040028,36.7,6.7,33.5,23.1,11.35,41,14,4
O75,6/4/2018,0.1158,LAP_2,15,0.065,0.126,0.333,0,0.065,0.126,0,0,0,0,0.476,0,6/18/2018,14,2,7,1,6/20/2018,16,0.0778,6/21/2018,17,0.1125,71.42962175,17.84062149,53.87779024,20.10421938,36.34342988,8.058140484,95.75847372,43.91762206,41.8840535,17.61028285,33.84615385,19.76042406,14,212.334691,40.77392037,289.4160217,259.7769058,21.36998158,289.4160217,5,259.7769058,21.36998158,289.4160217,259.7769058,21.36998158,289.4160217,259.7769058,21.36998158,289.4160217,6/28/2018,7,24,24,148.198549,714.5534427,41.16626361,73.16592893,198.4870674,21.74134211,104.8279552,NA,NA,NA,NA,NA,NA,0.038,4.116626361,19.84870674,NA,NA,47.6,6.5,33.3,12.6,1.038,3.8,11.58,24,14,4,4.116626361,19.84870674,NA,47.6,6.5,33.3,12.6,11.58,24,14,4
O79,6/4/2018,0.1083,LAP_2,19,0.046,0.378,0.203,0,0.046,0.224,0,0,0,0,0.373,0.154,6/18/2018,14,2,2,4,6/19/2018,15,0.1106,6/20/2018,16,0.0944,185.6136413,17.04953691,162.5464632,38.51443744,99.13049013,27.72814509,273.5416039,90.73030787,148.6342614,75.29333607,35.25,18.3507493,13,947.3649401,47.60385949,1094.722616,947.3649401,47.60385949,1094.722616,675,986.9909494,6.772293801,1001.70067,989.866174,7.980323735,1006.968296,1016.521473,21.96982076,1094.722616,6/24/2018,4,20,20,314.5112398,1909.729323,87.36423329,147.0210549,530.4803676,50.38165755,305.9201599,NA,NA,NA,NA,NA,NA,-0.0023,8.736423329,53.04803676,NA,NA,37.3,4.6,20.3,37.8,0.9977,-0.23,10.83,20,14,4,8.736423329,53.04803676,NA,37.3,4.6,20.3,37.8,10.83,20,14,4
O8,6/4/2018,0.1083,LAP_2,13,0.073,0.454,0.076,0,0.073,0.147,0,0,0,0,0.397,0.307,6/18/2018,14,2,2,4,6/19/2018,15,0.0908,6/20/2018,16,0.1068,100.8270713,31.46090493,68.12842417,35.19067868,67.95847348,22.45671707,200.3432086,79.57181471,112.7455497,88.36003703,27.41176471,10.17999769,18,526.6485157,88.45229466,645.8819485,565.788649,35.28473759,613.7440342,70,574.5363146,28.14027761,613.7440342,574.5380179,28.15967066,613.7440342,575.6920881,26.99456559,613.7440342,6/26/2018,6,22,22,160.5669909,1354.083385,44.60194191,131.1595896,376.1342735,24.48359742,206.4735241,NA,NA,NA,NA,NA,NA,0.0175,4.460194191,37.61342735,NA,NA,39.7,7.3,7.6,45.4,1.0175,1.75,10.83,22,14,4,4.460194191,37.61342735,NA,39.7,7.3,7.6,45.4,10.83,22,14,4
O84,6/4/2018,0.1172,LAP_2,14,0.077,0.336,0.153,0,0.077,0.062,0,0,0,0,0.434,0.274,6/14/2018,10,2,1,6,6/14/2018,10,0.0936,6/15/2018,11,NA,77.34755494,9.440461933,77.34755494,9.440461933,71.47199073,11.80251607,133.8696863,49.97279258,71.14047476,28.40179812,27.3125,12.86192702,17,750.1392918,78.89035119,872.5986296,800.8961818,37.81750034,853.7282934,34,800.8961818,37.81750034,853.7282934,800.8961818,37.81750034,853.7282934,800.8961818,37.81750034,853.7282934,6/17/2018,0,13,NA,176.841632,1831.108792,49.12267556,85.01932831,508.641331,27.17070928,281.3394339,NA,NA,NA,NA,NA,NA,0.0236,4.912267556,50.8641331,NA,NA,43.4,7.7,15.3,33.6,1.0236,2.36,11.72,NA,10,4,4.912267556,50.8641331,NA,43.4,7.7,15.3,33.6,11.72,NA,10,4
O9,6/4/2018,0.1284,LAP_2,23,0.073,0.256,0.305,0.031,0.042,0.13,0,0,0,0,0.366,0.126,6/18/2018,14,2,1,6,6/25/2018,21,0.0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.787549,138.4326189,727.0115236,636.7384035,35.28616194,727.0115236,72,638.655952,31.81953059,714.132647,638.655952,31.81953059,714.132647,646.0783713,30.94656747,727.0115236,6/17/2018,0,13,NA,NA,1560.186915,NA,NA,433.3852541,NA,235.7763048,NA,NA,NA,NA,NA,NA,0.0408,NA,43.33852541,NA,NA,36.6,7.3,30.5,25.6,1.0408,4.08,12.84,NA,14,4,NA,43.33852541,NA,36.6,7.3,30.5,25.6,12.84,NA,14,4
O91,6/4/2018,0.1145,LAP_2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/27/2018,23,4,6,3,6/27/2018,23,0.0813,6/28/2018,24,0.1172,24.02756372,19.61568738,13.19498337,23.00526745,0.282582918,1.734734464,88.50033492,35.87182379,19.42020125,39.65805429,32.21428571,11.10909933,15,722.2122348,103.4450734,915.9610065,793.2175461,70.86242465,915.9610065,174,847.9859484,32.56988698,915.9610065,847.9859484,32.56988698,915.9610065,859.9340525,22.75330489,915.9610065,7/17/2018,19,43,43,34.73218255,2232.090934,9.647828486,64.70914197,620.0252595,5.151719524,331.0792931,0.539667897,219.81375,9.15890625,31.29324262,21.64541413,Positive,0.0332,0.964782849,62.00252595,3.129324262,NA,NA,NA,NA,NA,1.0332,3.32,11.45,43,23,16,0.964782849,62.00252595,3.129324262,NA,NA,NA,NA,11.45,43,23,16
OO1,6/25/2018,0.1142,LAP_1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/2018,15,3,NA,NA,NA,NA,0.0693,30-Jul,35,0.0693,45.64377688,5,26.27587188,19.55889001,13.64408219,4.575649258,68.64503207,9.780613464,14.78887948,6.205301728,22.04761905,6.90272548,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.14049902,NA,22.53902751,58.88262331,NA,11.5642769,NA,NA,NA,NA,NA,NA,NA,0.0449,2.253902751,NA,NA,NA,NA,NA,NA,NA,1.0449,4.49,11.42,NA,15,9,2.253902751,NA,NA,NA,NA,NA,NA,11.42,NA,15,9
OO10,6/25/2018,0.1217,LAP_1,12,0.086,0.321,0.261,0,0.086,0.167,0,0,0,0,0.332,0.154,7/6/2018,11,2,NA,NA,NA,NA,0.1348,26-Jul,31,0.1348,48.83780954,14.67010162,28.64760302,16.30036967,16.27769385,4.742975404,63.30428707,9.30467263,16.80373326,9.552952039,21.2,7.14216538,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.47913239,NA,12.63309233,27.91608439,NA,7.65476995,NA,NA,NA,NA,NA,NA,NA,-0.0131,1.263309233,NA,NA,5.075,33.2,8.6,26.1,32.1,0.9869,-1.31,12.17,NA,11,4,1.263309233,NA,NA,33.2,8.6,26.1,32.1,12.17,NA,11,4
OO21,6/25/2018,0.1087,LAP_1,14,0,0.285,0.21,0,0,0.142,0,0,0,0,0.505,0.143,7/6/2018,11,2,8,1,7/7/2018,12,0.1194,7/8/2018,13,0.1083,120.468979,12.15525762,73.63638886,27.96751603,76.2456962,13.16347021,140.2821466,50.15342614,90.26335237,20.19087086,28,17.80233347,15,811.8150134,63.00293139,893.7140684,794.6765516,64.2057399,889.0888016,98,831.9469951,44.34002864,889.0888016,831.9469951,44.34002864,889.0888016,836.2449291,38.48319004,889.0888016,7/31/2018,23,36,36,131.9781174,1491.094279,36.66058816,69.84082303,414.1928554,21.55016055,243.4746134,0.529815745,316.9326,13.205525,30.72195468,-5.938633482,Negative,-0.0107,3.666058816,41.41928554,3.072195468,3.116666667,50.5,0,21,28.5,0.9893,-1.07,10.87,36,11,4,3.666058816,41.41928554,3.072195468,50.5,0,21,28.5,10.87,36,11,4
OO32,6/25/2018,0.1092,LAP_1,11,0.083,0.274,0.277,0,0.083,0.093,0,0,0,0,0.366,0.181,7/9/2018,14,2,NA,NA,NA,NA,0.1102,18-Jul,23,0.1102,45.20651723,20.59159374,41.08299359,22.16102497,31.16304239,8.637214729,128.4853977,77.4571811,49.10395569,44.46024963,30.92307692,15.33765268,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/2018,8,31,31,79.780042,NA,22.16112278,69.30801348,NA,12.76841996,NA,0.671960073,370.9905,15.4579375,38.96435143,16.80322865,Positive,-0.001,2.216112278,NA,3.896435143,4.118666667,36.6,8.3,27.7,27.4,0.999,-0.1,10.92,31,14,4,2.216112278,NA,3.896435143,36.6,8.3,27.7,27.4,10.92,31,14,4
OO38,6/25/2018,0.111,LAP_1,12,0.079,0.162,0.417,0,0.079,0,0,0,0,0,0.342,0.162,7/7/2018,12,2,1,6,7/7/2018,12,0.1224,7/8/2018,13,0.1325,29.82135043,8.900748844,29.69519262,10.12015272,23.07629474,5.258157254,63.63873099,19.89283809,29.580038,17.8961382,26.21428571,9.744257255,15,772.1387646,51.54142457,848.6532659,772.1387646,51.54142457,848.6532659,226,820.3868145,12.35107073,844.040504,823.7549814,12.52640293,848.6532659,825.0668615,10.81578609,848.6532659,7/31/2018,23,36,36,51.91806553,1434.336424,14.42168487,30.90660955,398.4267845,8.530242075,235.6643451,0.625653595,383.6658,15.986075,36.27921886,21.85753399,Positive,-0.0114,1.442168487,39.84267845,3.627921886,0.747666667,34.2,7.9,41.7,16.2,0.9886,-1.14,11.1,36,12,4,1.442168487,39.84267845,3.627921886,34.2,7.9,41.7,16.2,11.1,36,12,4
OO5,6/25/2018,0.1011,LAP_1,11,0,0.28,0.265,0,0,0.185,0,0,0,0,0.455,0.095,7/18/2018,23,4,NA,NA,NA,NA,0.1418,18-Jul,23,0.1418,48.41426152,13.40261118,48.41426152,13.40261118,39.5834524,6.492956172,93.03824347,26.46611614,44.50202456,13.65074506,28.61538462,11.18435262,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/2018,9,32,32,73.06524658,NA,20.29590183,39.00286809,NA,12.45453195,NA,0.291607898,207.1635,8.6318125,16.909208,-3.386693828,Negative,-0.0407,2.029590183,NA,1.6909208,4.058,45.5,0,26.5,28,0.9593,-4.07,10.11,32,23,16,2.029590183,NA,1.6909208,45.5,0,26.5,28,10.11,32,23,16
OO50,6/25/2018,0.1182,LAP_1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/2018,14,2,NA,NA,NA,NA,0.0846,26-Jul,31,0.0846,51.27145073,6.795344092,38.53733306,9.06472495,33.40078403,6.215802659,60.66849778,9.428404786,31.95136786,10.40946265,21.66666667,7.615773106,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.48214273,NA,27.07837298,42.62890243,NA,14.60377579,NA,NA,NA,NA,NA,NA,NA,0.0336,2.707837298,NA,NA,6,NA,NA,NA,NA,1.0336,3.36,11.82,NA,14,4,2.707837298,NA,NA,NA,NA,NA,NA,11.82,NA,14,4
OO58,6/25/2018,0.1041,LAP_1,12,0,0.348,0.251,0,0,0.088,0,0,0,0,0.401,0.26,6/29/2018,14,2,4,3,7/3/2018,8,0.0983,7/4/2018,9,0.1854,28.34062473,7.861116423,28.34062473,7.861116423,23.37782028,4.833867078,64.53692843,39.64222372,31.44069457,27.6124965,28.35714286,15.6037823,15,837.026238,100.3687509,1019.68023,915.6735638,24.18939447,999.4603843,58,915.6735638,24.18939447,999.4603843,915.6735638,24.18939447,999.4603843,915.6735638,24.18939447,999.4603843,7/15/2018,11,20,20,61.69779951,1993.429732,17.13827764,39.02707891,553.7304811,9.596338386,310.0536228,0.351983723,173.346,7.22275,20.41016729,3.271889646,Positive,0.0058,1.713827764,55.37304811,2.041016729,NA,40.1,0,25.1,34.8,1.0058,0.58,10.41,20,14,4,1.713827764,55.37304811,2.041016729,40.1,0,25.1,34.8,10.41,20,14,4
OO62,6/25/2018,0.1054,LAP_1,11,0,0.174,0.274,0,0,0.092,0,0,0,0,0.552,0.082,7/6/2018,11,2,NA,NA,NA,NA,0.0952,26-Jul,31,0.0952,44.17152819,9.544778601,38.7045605,10.78374721,28.8095742,6.088116014,61.27768538,8.130104451,24.82760562,7.163360785,25.11111111,8.622057137,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.00394902,NA,24.16776362,38.26279374,NA,13.42442527,NA,NA,NA,NA,NA,NA,NA,0.0102,2.416776362,NA,NA,4.597333333,55.2,0,27.4,17.4,1.0102,1.02,10.54,NA,11,4,2.416776362,NA,NA,55.2,0,27.4,17.4,10.54,NA,11,4
OO69,6/25/2018,0.1232,LAP_1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/11/2018,16,3,NA,NA,7/16/2018,21,0.0907,18-Jul,23,0.1391,26.43380709,2.766584,24.11190189,3.825139255,22.11293694,1.726467225,32.85986474,2.609820168,20.64522052,3.170836569,22.08,8.669486721,26,659.2925812,56.55020763,753.3989289,667.7596583,46.90634454,753.3989289,213,668.0547122,12.33513616,688.0344952,712.399542,17.59784925,753.3989289,716.5980134,13.06835663,753.3989289,7/23/2018,5,28,28,56.89026466,1576.226113,15.80285129,21.53623378,437.8405868,8.672359551,240.2801193,2.017640573,916.83,38.20125,116.9951305,101.1922792,Positive,0.0325,1.580285129,43.78405868,11.69951305,6,NA,NA,NA,NA,1.0325,3.25,12.32,28,16,9,1.580285129,43.78405868,11.69951305,NA,NA,NA,NA,12.32,28,16,9
OO73,6/25/2018,0.1053,LAP_1,11,0.093,0.094,0.277,0,0.093,0,0,0,0,0,0.536,0.094,7/5/2018,10,2,3,1,7/5/2018,10,0.1073,7/6/2018,11,0.145,81.68145093,8.870666888,50.56973271,21.08549314,46.50164123,15.5024021,98.27536981,28.02416043,65.35716035,21.8387508,30.26666667,8.171961355,16,672.043905,68.33379128,759.5935739,669.3393907,77.81410765,759.5935739,95,717.0656124,30.52273403,759.5935739,717.0656124,30.52273403,759.5935739,718.0945342,29.6943379,759.5935739,NA,NA,NA,NA,100.8566897,1430.121538,28.01574713,54.44477876,397.2559828,16.0343788,227.3633068,0.712643681,383.0980017,15.96241674,41.32343568,13.30768856,Positive,-0.002,2.801574713,39.72559828,4.132343568,4.969,53.6,9.3,27.7,9.4,0.998,-0.2,10.53,NA,10,4,2.801574713,39.72559828,4.132343568,53.6,9.3,27.7,9.4,10.53,NA,10,4
OO75,6/25/2018,0.1229,LAP_1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/2018,14,2,NA,NA,NA,NA,0.1552,26-Jul,31,0.1552,63.20901934,7,46.99041952,15.12289709,38.65127966,7.945150581,84.4620613,11.36063413,35.4723287,11.31853623,19.47058824,7.898715458,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.79349083,NA,17.9981919,32.35051747,NA,11.2967055,NA,NA,NA,NA,NA,NA,NA,-0.0323,1.79981919,NA,NA,2.534333333,NA,NA,NA,NA,0.9677,-3.23,12.29,NA,14,4,1.79981919,NA,NA,NA,NA,NA,NA,12.29,NA,14,4
OO92,6/25/2018,0.1031,LAP_1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/6/2018,11,2,NA,NA,7/16/2018,21,0.0875,18-Jul,23,0.1168,80.04265138,12.7014346,48.79850428,37.7985024,35.74681893,23.2087344,112.1880411,27.65511182,50.84467507,26.27272223,26.63157895,9.001299451,20,758.1454719,106.5131258,872.4342962,758.1454719,106.5131258,872.4342962,298,839.2178293,17.99439533,871.6669092,840.5390188,19.64025214,872.4342962,855.5768559,9.147845268,872.4342962,7/19/2018,1,24,NA,119.347199,2052.487034,33.15199973,76.21663745,570.1352872,18.03066496,310.084412,2.067428571,906.309,37.762875,119.8821429,86.73014312,Positive,0.0156,3.315199973,57.01352872,11.98821429,NA,NA,NA,NA,NA,1.0156,1.56,10.31,NA,11,4,3.315199973,57.01352872,11.98821429,NA,NA,NA,NA,10.31,NA,11,4
W11,5/28/2018,0.1123,LAP_1,26,0.085,0.31,0.277,0,0,0.195,0.085,0,0,0,0.328,0.115,6/11/2018,14,2,4,7,6/19/2018,22,0.0898,6/20/2018,23,0.12,221.8710178,56.54819581,216.6296727,57.08324963,182.8677362,20.32273014,449.7213209,158.0948823,251.03287,93.92025398,38.36363636,17.22946736,12,939.8078553,74.08357589,1106.340193,900.1169097,59.51670561,957.694372,121,936.2949778,9.202305691,957.694372,936.2949778,9.202305691,957.694372,937.1669538,7.91532958,957.694372,6/24/2018,4,27,27,516.2444316,2231.259747,143.401231,297.6997113,619.7943741,78.50041698,339.2866049,NA,NA,NA,NA,NA,NA,0.0225,14.3401231,61.97943741,NA,NA,32.8,8.5,27.7,31,1.0225,2.25,11.23,27,14,4,14.3401231,61.97943741,NA,32.8,8.5,27.7,31,11.23,27,14,4
W12,5/28/2018,0.1165,LAP_1,23,0.164,0.378,0.23,0.038,0.081,0.124,0.045,0,0,0,0.228,0.254,6/13/2018,16,3,4,7,6/19/2018,22,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.3211568,65.72285097,907.4680258,808.9236491,32.30971005,862.6821922,68,813.3800021,28.78999356,862.6821922,813.3800021,28.78999356,862.6821922,816.7116338,25.51243807,862.6821922,6/26/2018,0,29,NA,NA,2047.80377,NA,NA,568.8343806,NA,307.1429625,NA,NA,NA,NA,NA,NA,0.0315,NA,56.88343806,NA,NA,22.8,16.4,23,37.8,1.0315,3.15,11.65,NA,16,9,NA,56.88343806,NA,22.8,16.4,23,37.8,11.65,NA,16,9
